74  (5827,6089)    (1520,1720)  
75  (5829,6726)    (776,876)  
76  (5833,6392)    (1552,1752)  
77  (5833,6635)    (3104,3504)  
78  (5838,6281)    (475,575)  
79  (5840,6948)    (950,1150)  
80  (5841,6686)    (1900,2300)  
81  (5842,6665)    (937,1037)  
82  (5844,6160)    (1874,2074)  
83  (5846,6807)    (3748,4148)  
84  (5847,6544)    (937,1037)  
85  (5847,6999)    (101,201)  
86  (5848,6049)    (202,402)  
87  (5850,6251)    (404,804)  
88  (5851,6919)    (202,402)  
89  (5853,6413)    (281,381)  
90  (5855,6120)    (562,762)  
91  (5859,6272)    (1124,1524)  
92  (5860,6009)    (562,762)  
93  (5860,6484)    (751,851)  
94  (5861,6687)    (1502,1702)  
95  (5863,6869)    (3004,3404)  
96  (5864,6616)    (1502,1702)  
97  (5867,6090)    (530,630)  
98  (5867,7010)    (1060,1260)  
99  (5872,6909)    (2120,2520)  
100  (5873,6171)    (240,340)  
101  (5874,6151)    (480,680)  
102  (5876,6333)    (480,680)  
103  (5878,6768)    (248,348)  
104  (5879,6738)    (496,696)  
105  (5879,6970)    (744,1044)  
106  (5884,6394)    (768,868)  
107  (5890,6253)    (31,131)  
108  (5890,6718)    (62,262)  
109  (5891,6000)    (31,131)  
110  (5892,6668)    (613,713)  
111  (5893,6880)    (1226,1426)  
112  (5895,6840)    (2452,2852)  
113  (5896,6122)    (613,713)  
114  (5897,6324)    (881,981)  
115  (5898,6304)    (1762,1962)  
116  (5900,6496)    (1762,1962)  
117  (5902,5971)    (367,467)  
118  (5902,6911)    (734,934)  
119  (5905,6365)    (1468,1868)  
120  (5905,6618)    (367,467)  
121  (5906,7042)    (712,812)  
122  (5908,6759)    (410,510)  
123  (5908,7002)    (820,1020)  
124  (5909,6042)    (1640,2040)  
125  (5910,6264)    (410,510)  
126  (5911,6941)    (157,257)  
127  (5912,6456)    (314,514)  
128  (5913,6891)    (628,1028)  
129  (5914,6163)    (471,771)  
130  (5917,6568)    (824,924)  
131  (5920,6022)    (242,342)  
132  (5928,6083)    (472,572)  
133  (5932,6225)    (944,1144)  
134  (5939,6983)    (1416,1716)  
135  (5940,6275)    (722,822)  
136  (5940,6953)    (1444,1644)  
137  (5941,6245)    (2888,3288)  
138  (5944,6185)    (775,875)  
139  (5945,5922)    (775,875)  
140  (5945,6144)    (371,471)  
141  (5946,6367)    (742,942)  
142  (5947,7034)    (1484,1884)  
143  (5949,6296)    (337,437)  
144  (5949,6529)    (674,874)  
145  (5953,6195)    (337,437)  
146  (5956,6832)    (885,985)  
147  (5957,6114)    (1770,1970)  
148  (5959,6064)    (3540,3940)  
149  (5961,6479)    (1770,1970)  
150  (5961,6944)    (204,304)  
151  (5962,6923)    (408,608)  
152  (5963,6438)    (816,1216)  
153  (5963,6671)    (408,608)  
154  (5964,6418)    (594,694)  
155  (5964,6651)    (1188,1388)  
156  (5965,7095)    (2376,2776)  
157  (5966,6610)    (1188,1388)  
158  (5968,7025)    (226,326)  
159  (5973,6894)    (452,652)  
160  (5975,6388)    (904,1304)  
161  (5975,6398)    (226,326)  
162  (5977,5873)    (452,652)  
163  (5977,6803)    (921,1021)  
164  (5978,6783)    (537,637)  
165  (5980,6742)    (1074,1274)  
166  (5981,6712)    (2148,2548)  
167  (5981,6945)    (112,212)  
168  (5982,6004)    (112,212)  
169  (5984,5964)    (959,1059)  
170  (5984,7117)    (1918,2118)  
171  (5986,6844)    (2877,3177)  
172  (5986,7076)    (392,492)  
173  (5989,5833)    (392,492)  
174  (5990,6975)    (709,809)  
175  (5991,6247)    (1418,1618)  
176  (5997,5884)    (2836,3236)  
177  (5997,7036)    (940,1040)  
178  (5998,6096)    (1880,2080)  
179  (6004,5965)    (943,1043)  
180  (6009,6996)    (1886,2086)  
181  (6010,6289)    (3772,4172)  
182  (6011,6723)    (79,179)  
183  (6012,6926)    (79,179)  
184  (6015,6178)    (922,1022)  
185  (6016,6147)    (1844,2044)  
186  (6017,6360)    (1844,2044)  
187  (6019,5854)    (361,461)  
188  (6019,6552)    (947,1047)  
189  (6019,7007)    (1894,2094)  
190  (6020,6977)    (947,1047)  
191  (6023,6906)    (861,961)  
192  (6024,6663)    (1722,1922)  
193  (6025,5935)    (3444,3844)  
194  (6026,6603)    (2583,2883)  
195  (6028,6107)    (937,1037)  
196  (6029,6785)    (1874,2074)  
197  (6031,6047)    (3748,4148)  
198  (6031,6259)    (2811,3111)  
199  (6033,6229)    (754,854)  
200  (6034,6209)    (1508,1708)  
201  (6035,6168)    (2262,2562)  
202  (6036,7078)    (872,972)  
203  (6041,5805)    (636,736)  
204  (6041,6502)    (636,736)  
205  (6041,6735)    (459,559)  
206  (6042,6017)    (918,1118)  
207  (6042,6472)    (1836,2236)  
208  (6045,6179)    (1377,1677)  
209  (6046,5916)    (390,490)  
210  (6046,6856)    (390,490)  
211  (6052,6938)    (141,241)  
212  (6054,6200)    (282,482)  
213  (6055,6422)    (423,723)  
214  (6058,6351)    (111,211)  
215  (6060,6058)    (222,422)  
216  (6060,6523)    (444,844)  
217  (6062,6483)    (333,633)  
218  (6063,6453)    (588,688)  
219  (6065,5957)    (1176,1376)  
220  (6065,6645)    (588,688)  
221  (6068,6817)    (6,106)  
222  (6070,6999)    (6,106)  
223  (6071,6736)    (155,255)  
224  (6074,6666)    (310,510)  
225  (6076,6403)    (620,1020)  
226  (6076,6615)    (465,765)  
227  (6076,7090)    (723,823)  
228  (6077,6372)    (1446,1646)  
229  (6077,9153)    (2892,3292)  
230  (6078,5887)    (1446,1646)  
231  (6078,6110)    (723,823)  
232  (6080,5847)    (1446,1646)  
233  (6081,5817)    (2892,3292)  
234  (6081,6969)    (2169,2469)  
235  (6082,5796)    (667,767)  
236  (6085,6423)    (1334,1534)  
237  (6086,6868)    (1334,1534)  
238  (6087,6150)    (829,929)  
239  (6088,6130)    (1658,1858)  
240  (6089,6322)    (3316,3716)  
241  (6090,6777)    (829,929)  
242  (6093,6474)    (487,587)  
243  (6094,5989)    (974,1174)  
244  (6097,7071)    (974,1174)  
245  (6098,6808)    (590,690)  
246  (6102,6950)    (1180,1380)  
247  (6105,6424)    (2360,2760)  
248  (6106,6394)    (1180,1380)  
249  (6106,7102)    (370,470)  
250  (6108,5899)    (740,940)  
251  (6109,6091)    (1480,1880)  
252  (6110,7011)    (823,923)  
253  (6111,6050)    (1646,1846)  
254  (6111,6293)    (3292,3692)  
255  (6114,5767)    (823,923)  
256  (6114,5990)    (173,273)  
257  (6115,6667)    (346,546)  
258  (6116,6637)    (56,156)  
259  (6116,9195)    (977,1077)  
260  (6117,6607)    (1954,2154)  
261  (6118,9144)    (2931,3231)  
262  (6120,5859)    (681,781)  
263  (6120,6536)    (1362,1562)  
264  (6121,6759)    (2043,2343)  
265  (6122,6506)    (689,789)  
266  (6123,6253)    (1378,1578)  
267  (6123,6708)    (2756,3156)  
268  (6124,7608)    (689,789)  
269  (6126,5940)    (933,1033)  
270  (6126,6172)    (1866,2066)  
271  (6127,6850)    (2799,3099)  
272  (6128,7527)    (809,909)  
273  (6131,6991)    (1618,1818)  
274  (6133,6951)    (587,687)  
275  (6134,5758)    (1174,1374)  
276  (6135,6901)    (686,786)  
277  (6135,9206)    (1372,1572)  
278  (6136,7103)    (686,786)  
279  (6139,6335)    (466,566)  
280  (6141,6072)    (356,456)  
281  (6141,6304)    (712,912)  
282  (6141,9064)    (712,912)  
283  (6142,6042)    (784,884)  
284  (6142,7659)    (784,884)  
285  (6143,6476)    (862,962)  
286  (6143,7639)    (1724,1924)  
287  (6145,9671)    (3448,3848)  
288  (6146,5708)    (2586,2886)  
289  (6146,7579)    (223,323)  
290  (6147,5931)    (446,646)  
291  (6147,6628)    (892,1292)  
292  (6147,7073)    (669,969)  
293  (6148,6841)    (541,641)  
294  (6149,7498)    (1082,1282)  
295  (6150,6325)    (2164,2564)  
296  (6150,6548)    (61,161)  
297  (6151,5840)    (122,322)  
298  (6153,5800)    (416,516)  
299  (6154,6689)    (416,516)  
300  (6154,7144)    (62,162)  
301  (6155,5982)    (62,162)  
302  (6156,7346)    (205,305)  
303  (6158,5901)    (410,610)  
304  (6158,9601)    (152,252)  
305  (6159,5648)    (304,504)  
306  (6159,6113)    (608,1008)  
307  (6160,6791)    (304,504)  
308  (6161,6295)    (913,1013)  
309  (6161,7468)    (1826,2026)  
310  (6162,6508)    (3652,4052)  
311  (6164,6457)    (2739,3039)  
312  (6166,6892)    (267,367)  
313  (6166,7114)    (534,734)  
314  (6167,7327)    (1068,1468)  
315  (6169,7034)    (249,349)  
316  (6172,6053)    (498,698)  
317  (6172,6973)    (249,349)  
318  (6173,9258)    (187,287)  
319  (6174,6458)    (374,574)  
320  (6174,7165)    (748,1148)  
321  (6176,5730)    (561,861)  
322  (6176,5962)    (174,274)  
323  (6176,7580)    (348,548)  
324  (6176,9662)    (174,274)  
325  (6177,6862)    (939,1039)  
326  (6177,7550)    (939,1039)  
327  (6177,9167)    (519,619)  
328  (6180,6802)    (1038,1238)  
329  (6181,5841)    (1038,1238)  
330  (6181,7459)    (56,156)  
331  (6182,6519)    (112,312)  
332  (6182,6751)    (224,624)  
333  (6183,9046)    (112,312)  
334  (6184,5781)    (381,481)  
335  (6185,6903)    (762,962)  
336  (6185,8520)    (1524,1924)  
337  (6186,6428)    (762,962)  
338  (6187,6397)    (551,651)  
339  (6189,6590)    (1102,1302)  
340  (6189,7277)    (1102,1302)  
341  (6190,5862)    (128,228)  
342  (6190,6327)    (256,456)  
343  (6190,6559)    (512,912)  
344  (6190,9562)    (812,912)  
345  (6191,7237)    (1624,1824)  
346  (6193,6964)    (3248,3648)  
347  (6193,7661)    (2436,2736)  
348  (6196,6651)    (753,853)  
349  (6196,9198)    (1506,1706)  
350  (6199,5670)    (3012,3412)  
351  (6199,7055)    (1506,1706)  
352  (6200,7500)    (544,644)  
353  (6201,6782)    (1088,1288)  
354  (6201,9320)    (544,644)  
355  (6202,7450)    (684,784)  
356  (6204,6247)    (1368,1568)  
357  (6204,7409)    (2052,2352)  
358  (6204,9724)    (830,930)  
359  (6206,9674)    (1660,1860)  
360  (6207,6166)    (1660,1860)  
361  (6208,6853)    (725,825)  
362  (6209,8441)    (1450,1650)  
363  (6209,9361)    (2900,3300)  
364  (6210,5863)    (2175,2475)  
365  (6210,9108)    (330,430)  
366  (6211,7005)    (660,860)  
367  (6212,6297)    (330,430)  
368  (6213,5802)    (115,215)  
369  (6213,6955)    (38,138)  
370  (6215,5984)    (76,276)  
371  (6215,6692)    (445,545)  
372  (6215,7602)    (890,1090)  
373  (6217,5701)    (1335,1635)  
374  (6217,5944)    (619,719)  
375  (6217,7329)    (1238,1438)  
376  (6217,7571)    (2476,2876)  
377  (6218,6621)    (1857,2157)  
378  (6218,7531)    (648,748)  
379  (6219,5903)    (896,996)  
380  (6219,9604)    (1792,1992)  
381  (6223,6490)    (2688,2988)  
382  (6224,7643)    (658,758)  
383  (6225,8532)    (1316,1516)  
384  (6225,9230)    (2632,3032)  
385  (6227,7107)    (306,406)  
386  (6228,9159)    (612,812)  
387  (6232,9068)    (918,1218)  
388  (6233,5803)    (806,906)  
389  (6233,7431)    (1612,1812)  
390  (6234,5793)    (3224,3624)  
391  (6234,6723)    (1612,1812)  
392  (6234,6935)    (800,900)  
393  (6235,6460)    (1600,1800)  
394  (6236,6430)    (612,712)  
395  (6236,7138)    (1224,1424)  
396  (6238,6390)    (354,454)  
397  (6239,6834)    (300,400)  
398  (6239,7057)    (600,800)  
399  (6239,7522)    (1200,1600)  
400  (6240,9807)    (600,800)  
401  (6241,5854)    (174,274)  
402  (6241,6774)    (348,548)  
403  (6241,9089)    (696,1096)  
404  (6245,6218)    (348,548)  
405  (6245,8553)    (751,851)  
406  (6245,8998)    (1502,1702)  
407  (6246,7360)    (126,226)  
408  (6247,9190)    (126,226)  
409  (6248,8483)    (603,703)  
410  (6249,5672)    (603,703)  
411  (6249,6137)    (665,765)  
412  (6249,6380)    (209,309)  
413  (6250,6582)    (418,618)  
414  (6250,9362)    (836,1236)  
415  (6250,9595)    (308,408)  
416  (6251,6552)    (308,408)  
417  (6251,7017)    (616,816)  
418  (6252,8392)    (1232,1632)  
419  (6253,6047)    (924,1224)  
420  (6253,6279)    (677,777)  
421  (6254,6249)    (1354,1554)  
422  (6256,5966)    (2708,3108)  
423  (6256,6663)    (2031,2331)  
424  (6256,9686)    (863,963)  
425  (6257,6411)    (1726,1926)  
426  (6258,6623)    (2589,2889)  
427  (6258,7563)    (292,392)  
428  (6259,5915)    (292,392)  
429  (6259,8463)    (444,544)  
430  (6262,6997)    (888,1088)  
431  (6262,9535)    (1776,2176)  
432  (6262,9545)    (444,544)  
433  (6263,6057)    (295,395)  
434  (6263,9050)    (413,513)  
435  (6266,6219)    (72,172)  
436  (6266,7604)    (144,344)  
437  (6267,5946)    (288,688)  
438  (6269,9838)    (72,172)  
439  (6270,7038)    (321,421)  
440  (6270,7513)    (642,842)  
441  (6270,9596)    (321,421)  
442  (6272,5835)    (981,1081)  
443  (6272,9768)    (1962,2162)  
444  (6273,8363)    (981,1081)  
445  (6273,9293)    (797,897)  
446  (6274,6715)    (1594,1794)  
447  (6275,5997)    (1594,1794)  
448  (6276,6907)    (507,607)  
449  (6277,6199)    (1014,1214)  
450  (6277,7119)    (2028,2428)  
451  (6277,7342)    (1014,1214)  
452  (6277,8979)    (715,815)  
453  (6277,9424)    (715,815)  
454  (6278,5694)    (512,612)  
455  (6278,9182)    (1024,1224)  
456  (6280,6584)    (2048,2448)  
457  (6280,7271)    (512,612)  
458  (6280,9141)    (892,992)  
459  (6281,6341)    (1784,1984)  
460  (6282,7463)    (1784,1984)  
461  (6282,8393)    (76,176)  
462  (6283,7433)    (152,352)  
463  (6283,9061)    (152,352)  
464  (6285,8565)    (22,122)  
465  (6285,9010)    (44,244)  
466  (6285,9253)    (88,488)  
467  (6286,6675)    (44,244)  
468  (6287,8515)    (643,743)  
469  (6287,9667)    (1286,1486)  
470  (6288,6169)    (643,743)  
471  (6288,7099)    (866,966)  
472  (6289,5684)    (1732,1932)  
473  (6289,6382)    (1732,1932)  
474  (6289,8464)    (74,174)  
475  (6291,6786)    (148,348)  
476  (6292,6089)    (148,348)  
477  (6292,6999)    (508,608)  
478  (6293,7666)    (1016,1216)  
479  (6294,6038)    (1524,1824)  
480  (6295,6483)    (243,343)  
481  (6295,8323)    (776,876)  
482  (6295,9476)    (1552,1752)  
483  (6296,7605)    (3104,3504)  
484  (6298,9415)    (326,426)  
485  (6299,6150)    (652,852)  
486  (6299,7535)    (1304,1704)  
487  (6300,5887)    (652,852)  
488  (6300,6817)    (694,794)  
489  (6302,6534)    (1388,1588)  
490  (6302,7242)    (2082,2382)  
491  (6306,6443)    (662,762)  
492  (6306,8991)    (1324,1524)  
493  (6311,7040)    (2648,3048)  
494  (6312,9325)    (1324,1524)  
495  (6313,6757)    (17,117)  
496  (6313,9527)    (34,234)  
497  (6314,9284)    (68,468)  
498  (6315,8567)    (34,234)  
499  (6317,5968)    (654,754)  
500  (6317,6191)    (1308,1508)  
501  (6317,6888)    (2616,3016)  
502  (6317,7353)    (654,754)  
503  (6317,9436)    (129,229)  
504  (6318,7556)    (258,458)  
505  (6318,8263)    (516,916)  
506  (6319,6383)    (662,762)  
507  (6320,5898)    (123,223)  
508  (6320,6595)    (246,446)  
509  (6320,8445)    (492,892)  
510  (6320,9143)    (123,223)  
511  (6320,9841)    (182,282)  
512  (6321,6333)    (364,564)  
513  (6322,7485)    (728,1128)  
514  (6322,9093)    (364,564)  
515  (6323,6757)    (554,654)  
516  (6323,6980)    (1108,1308)  
517  (6323,8152)    (421,521)  
518  (6324,6262)    (842,1042)  
519  (6324,8587)    (685,785)  
520  (6325,6717)    (1370,1570)  
521  (6326,6222)    (2740,3140)  
522  (6326,7607)    (2055,2355)  
523  (6327,8294)    (470,570)  
524  (6328,7334)    (940,1140)  
525  (6329,6626)    (1880,2280)  
526  (6329,7091)    (1410,1710)  
527  (6331,6576)    (77,177)  
528  (6331,9346)    (154,354)  
529  (6332,7010)    (308,708)  
530  (6332,9801)    (264,364)  
531  (6333,9770)    (264,364)  
532  (6334,8133)    (624,724)  
533  (6334,8355)    (1248,1448)  
534  (6335,9497)    (2496,2896)  
535  (6338,5949)    (961,1061)  
536  (6338,6404)    (1922,2122)  
537  (6339,5919)    (1922,2122)  
538  (6339,6151)    (55,155)  
539  (6339,9872)    (55,155)  
540  (6340,7536)    (254,354)  
541  (6340,9619)    (254,354)  
542  (6341,9589)    (880,980)  
543  (6342,5868)    (1760,1960)  
544  (6342,6556)    (3520,3920)  
545  (6342,6778)    (2640,2940)  
546  (6343,8143)    (921,1021)  
547  (6344,7193)    (1842,2042)  
548  (6344,7668)    (3684,4084)  
549  (6346,5990)    (2763,3063)  
550  (6346,9478)    (809,909)  
551  (6348,6415)    (1618,1818)  
552  (6349,8952)    (3236,3636)  
553  (6350,7072)    (2427,2727)  
554  (6351,6819)    (680,780)  
555  (6352,6324)    (1360,1560)  
556  (6352,8416)    (2720,3120)  
557  (6353,5829)    (680,780)  
558  (6353,8609)    (554,654)  
559  (6353,9316)    (1108,1308)  
560  (6354,6041)    (2216,2616)  
561  (6355,6961)    (1108,1308)  
562  (6356,6688)    (62,162)  
563  (6356,7386)    (124,324)  
564  (6357,7143)    (248,648)  
565  (6357,7375)    (573,673)  
566  (6357,7608)    (573,673)  
567  (6357,8518)    (568,668)  
568  (6357,8528)    (1136,1336)  
569  (6358,8265)    (568,668)  
570  (6358,9205)    (37,137)  
571  (6359,8023)    (74,274)  
572  (6359,9165)    (74,274)  
573  (6360,5900)    (910,1010)  
574  (6360,8922)    (1820,2020)  
575  (6361,9357)    (632,732)  
576  (6362,7264)    (1264,1464)  
577  (6362,8184)    (2528,2928)  
578  (6362,9114)    (632,732)  
579  (6364,7669)    (211,311)  
580  (6365,6254)    (67,167)  
581  (6367,8983)    (134,334)  
582  (6367,9216)    (201,501)  
583  (6368,6891)    (763,863)  
584  (6368,9438)    (1526,1726)  
585  (6369,6628)    (763,863)  
586  (6370,6365)    (568,668)  
587  (6370,7063)    (1136,1336)  
588  (6370,7770)    (2272,2672)  
589  (6371,8427)    (568,668)  
590  (6373,7235)    (681,781)  
591  (6373,7467)    (681,781)  
592  (6373,9075)    (814,914)  
593  (6375,9044)    (1628,1828)  
594  (6376,8327)    (3256,3656)  
595  (6376,9712)    (814,914)  
596  (6377,6921)    (514,614)  
597  (6377,7376)    (1028,1228)  
598  (6378,6183)    (2056,2456)  
599  (6380,6153)    (326,426)  
600  (6380,7993)    (326,426)  
601  (6380,8458)    (41,141)  
602  (6380,9398)    (82,282)  
603  (6380,9621)    (164,564)  
604  (6381,5900)    (41,141)  
605  (6381,6345)    (909,1009)  
606  (6381,6598)    (909,1009)  
607  (6382,7720)    (192,292)  
608  (6382,7963)    (384,584)  
609  (6383,7013)    (576,876)  
610  (6384,9540)    (59,159)  
611  (6385,8115)    (59,159)  
612  (6386,7852)    (352,452)  
613  (6389,8944)    (352,452)  
614  (6392,6093)    (678,778)  
615  (6392,6113)    (1356,1556)  
616  (6392,6326)    (2712,3112)  
617  (6392,6791)    (885,985)  
618  (6393,5850)    (1770,1970)  
619  (6393,9328)    (3540,3940)  
620  (6393,9793)    (596,696)  
621  (6395,6275)    (1192,1392)  
622  (6395,7650)    (2384,2784)  
623  (6395,9055)    (596,696)  
624  (6396,8338)    (400,500)  
625  (6396,8570)    (400,500)  
626  (6396,9480)    (411,511)  
627  (6397,6912)    (822,1022)  
628  (6397,8540)    (411,511)  
629  (6398,7124)    (746,846)  
630  (6399,8479)    (1492,1692)  
631  (6399,9652)    (2238,2538)  
632  (6400,6609)    (535,635)  
633  (6400,9167)    (1070,1270)  
634  (6401,7276)    (2140,2540)  
635  (6401,9834)    (82,182)  
636  (6402,6569)    (164,364)  
637  (6402,9126)    (328,728)  
638  (6404,6053)    (246,546)  
639  (6404,6993)    (399,499)  
640  (6404,7913)    (798,998)  
641  (6406,6478)    (1596,1996)  
642  (6406,6720)    (798,998)  
643  (6407,6225)    (412,512)  
644  (6407,7620)    (824,1024)  
645  (6407,8065)    (1648,2048)  
646  (6407,9005)    (1236,1536)  
647  (6408,5972)    (636,736)  
648  (6408,7357)    (1272,1472)  
649  (6408,7833)    (983,1083)  
650  (6408,8288)    (1966,2166)  
651  (6409,7095)    (1966,2166)  
652  (6410,7772)    (360,460)  
653  (6411,6822)    (120,220)  
654  (6411,7519)    (240,440)  
655  (6412,8429)    (360,660)  
656  (6414,6751)    (870,970)  
657  (6414,7226)    (1740,1940)  
658  (6415,5811)    (3480,3880)  
659  (6415,7196)    (870,970)  
660  (6415,7418)    (808,908)  
661  (6416,8096)    (808,908)  
662  (6416,9491)    (4,104)  
663  (6418,8510)    (4,104)  
664  (6419,6175)    (391,491)  
665  (6420,9855)    (782,982)  
666  (6423,7712)    (1564,1964)  
667  (6424,6307)    (391,491)  
668  (6424,8389)    (810,910)  
669  (6425,7894)    (1620,1820)  
670  (6426,9714)    (2430,2730)  
671  (6427,6236)    (819,919)  
672  (6427,9229)    (1638,1838)  
673  (6429,7803)    (958,1058)  
674  (6431,6135)    (1916,2116)  
675  (6431,9370)    (3832,4232)  
676  (6431,9613)    (209,309)  
677  (6432,5882)    (418,618)  
678  (6432,6802)    (836,1236)  
679  (6433,6095)    (717,817)  
680  (6433,7025)    (359,459)  
681  (6434,9320)    (718,918)  
682  (6437,7146)    (895,995)  
683  (6438,6914)    (1790,1990)  
684  (6438,7369)    (3580,3980)  
685  (6438,8066)    (419,519)  
686  (6438,9674)    (838,1038)  
687  (6439,5954)    (1676,2076)  
688  (6439,6419)    (504,604)  
689  (6439,8279)    (1008,1208)  
690  (6439,8966)    (504,604)  
691  (6440,8006)    (588,688)  
692  (6441,6368)    (1176,1376)  
693  (6441,6611)    (2352,2752)  
694  (6441,9846)    (588,688)  
695  (6442,7743)    (719,819)  
696  (6442,7966)    (1438,1638)  
697  (6442,8208)    (2876,3276)  
698  (6442,9128)    (1438,1638)  
699  (6443,5863)    (323,423)  
700  (6443,8168)    (341,441)  
701  (6443,9108)    (682,882)  
702  (6446,8582)    (1364,1764)  
703  (6447,6004)    (965,1065)  
704  (6448,7127)    (859,959)  
705  (6448,8532)    (1718,1918)  
706  (6448,8997)    (3436,3836)  
707  (6450,7561)    (1718,1918)  
708  (6450,8239)    (456,556)  
709  (6450,9401)    (760,860)  
710  (6452,6813)    (760,860)  
711  (6453,7026)    (135,235)  
712  (6453,7491)    (270,470)  
713  (6454,6308)    (390,490)  
714  (6454,8623)    (780,980)  
715  (6455,6520)    (1560,1960)  
716  (6456,6035)    (1170,1470)  
717  (6456,6268)    (780,880)  
718  (6456,8340)    (1560,1760)  
719  (6457,6692)    (3120,3520)  
720  (6457,7855)    (1560,1760)  
721  (6457,8553)    (496,596)  
722  (6458,6450)    (992,1192)  
723  (6458,7612)    (1488,1788)  
724  (6459,6885)    (1,101)  
725  (6459,8280)    (2,202)  
726  (6460,5924)    (3,303)  
727  (6460,7329)    (906,1006)  
728  (6461,7067)    (171,271)  
729  (6464,9321)    (342,542)  
730  (6465,5823)    (513,813)  
731  (6465,6986)    (437,537)  
732  (6466,6733)    (874,1074)  
733  (6466,7188)    (874,1074)  
734  (6466,9513)    (164,264)  
735  (6467,6470)    (328,528)  
736  (6469,8502)    (164,264)  
737  (6470,6622)    (142,242)  
738  (6471,6137)    (284,484)  
739  (6471,6835)    (568,968)  
740  (6472,7744)    (142,242)  
741  (6472,9605)    (876,976)  
742  (6473,6562)    (265,365)  
743  (6475,9534)    (530,730)  
744  (6477,6936)    (1060,1460)  
745  (6477,7168)    (530,730)  
746  (6477,7401)    (762,862)  
747  (6477,8088)    (762,862)  
748  (6479,6188)    (319,419)  
749  (6479,7118)    (638,838)  
750  (6479,7826)    (957,1257)  
751  (6480,7330)    (780,880)  
752  (6481,6855)    (1560,1760)  
753  (6481,8240)    (41,141)  
754  (6482,8432)    (41,141)  
755  (6482,8897)    (33,133)  
756  (6483,8190)    (66,266)  
757  (6484,5844)    (132,532)  
758  (6484,6309)    (720,820)  
759  (6484,7229)    (720,820)  
760  (6484,7694)    (887,987)  
761  (6485,6512)    (1774,1974)  
762  (6485,9302)    (887,987)  
763  (6486,8119)    (907,1007)  
764  (6488,6906)    (1814,2014)  
765  (6488,7614)    (2721,3021)  
766  (6488,8999)    (551,651)  
767  (6488,9241)    (1102,1302)  
768  (6488,9454)    (551,651)  
769  (6491,6380)    (732,832)  
770  (6492,7513)    (1464,1664)  
771  (6493,6108)    (2928,3328)  
772  (6493,9575)    (2196,2496)  
773  (6494,9788)    (969,1069)  
774  (6496,6037)    (1938,2138)  
775  (6496,6047)    (3876,4276)  
776  (6496,8585)    (1938,2138)  
777  (6497,6472)    (679,779)  
778  (6498,6684)    (1358,1558)  
779  (6498,8544)    (1358,1558)  
780  (6499,5976)    (228,328)  
781  (6499,8514)    (228,328)  
782  (6500,7341)    (168,268)  
783  (6500,7806)    (168,268)  
784  (6500,8029)    (654,754)  
785  (6501,9394)    (1308,1508)  
786  (6503,5886)    (2616,3016)  
